State,Year,Quater,app_open_count,user_count,District
jammu-&-kashmir,2020,1,96392,21070,kulgam district
jammu-&-kashmir,2020,1,248728,44636,budgam district
jammu-&-kashmir,2020,1,175619,39513,anantnag district
jammu-&-kashmir,2020,1,233064,36690,kupwara district
jammu-&-kashmir,2018,2,0,57,muzaffarabad district
jammu-&-kashmir,2018,2,0,4031,doda district
jammu-&-kashmir,2018,2,0,9601,samba district
jammu-&-kashmir,2018,2,0,795,mirpur district
jammu-&-kashmir,2018,2,0,27035,srinagar district
jammu-&-kashmir,2018,2,0,25870,baramulla district
jammu-&-kashmir,2018,2,0,64681,jammu district
jammu-&-kashmir,2018,2,0,6212,ganderbal district
jammu-&-kashmir,2018,2,0,12195,udhampur district
jammu-&-kashmir,2018,2,0,7527,bandipore district
jammu-&-kashmir,2018,2,0,5168,reasi district
jammu-&-kashmir,2018,2,0,3522,shopian district
jammu-&-kashmir,2018,2,0,4152,poonch district
jammu-&-kashmir,2018,2,0,11778,kathua district
jammu-&-kashmir,2018,2,0,2006,kishtwar district
jammu-&-kashmir,2018,2,0,12218,pulwama district
jammu-&-kashmir,2018,2,0,2925,ramban district
jammu-&-kashmir,2018,2,0,8035,rajouri district
jammu-&-kashmir,2018,2,0,8137,kulgam district
jammu-&-kashmir,2018,2,0,17809,budgam district
jammu-&-kashmir,2018,2,0,16373,anantnag district
jammu-&-kashmir,2018,2,0,11482,kupwara district
jammu-&-kashmir,2018,4,0,136,muzaffarabad district
jammu-&-kashmir,2018,4,0,7669,doda district
jammu-&-kashmir,2018,4,0,17595,samba district
jammu-&-kashmir,2018,4,0,1515,mirpur district
jammu-&-kashmir,2018,4,0,44328,srinagar district
jammu-&-kashmir,2018,4,0,37661,baramulla district
jammu-&-kashmir,2018,4,0,113005,jammu district
jammu-&-kashmir,2018,4,0,9327,ganderbal district
jammu-&-kashmir,2018,4,0,21123,udhampur district
jammu-&-kashmir,2018,4,0,10397,bandipore district
jammu-&-kashmir,2018,4,0,9290,reasi district
jammu-&-kashmir,2018,4,0,5919,shopian district
jammu-&-kashmir,2018,4,0,8555,poonch district
jammu-&-kashmir,2018,4,0,21030,kathua district
jammu-&-kashmir,2018,4,0,3753,kishtwar district
jammu-&-kashmir,2018,4,0,18846,pulwama district
jammu-&-kashmir,2018,4,0,5615,ramban district
jammu-&-kashmir,2018,4,0,15661,rajouri district
jammu-&-kashmir,2018,4,0,12488,kulgam district
jammu-&-kashmir,2018,4,0,27710,budgam district
jammu-&-kashmir,2018,4,0,24448,anantnag district
jammu-&-kashmir,2018,4,0,20492,kupwara district
jammu-&-kashmir,2018,3,0,89,muzaffarabad district
jammu-&-kashmir,2018,3,0,5618,doda district
jammu-&-kashmir,2018,3,0,13304,samba district
jammu-&-kashmir,2018,3,0,1133,mirpur district
jammu-&-kashmir,2018,3,0,35583,srinagar district
jammu-&-kashmir,2018,3,0,31069,baramulla district
jammu-&-kashmir,2018,3,0,86877,jammu district
jammu-&-kashmir,2018,3,0,7627,ganderbal district
jammu-&-kashmir,2018,3,0,16058,udhampur district
jammu-&-kashmir,2018,3,0,8792,bandipore district
jammu-&-kashmir,2018,3,0,7010,reasi district
jammu-&-kashmir,2018,3,0,4698,shopian district
jammu-&-kashmir,2018,3,0,6243,poonch district
jammu-&-kashmir,2018,3,0,15849,kathua district
jammu-&-kashmir,2018,3,0,2822,kishtwar district
jammu-&-kashmir,2018,3,0,15427,pulwama district
jammu-&-kashmir,2018,3,0,4202,ramban district
jammu-&-kashmir,2018,3,0,11534,rajouri district
jammu-&-kashmir,2018,3,0,10305,kulgam district
jammu-&-kashmir,2018,3,0,22301,budgam district
jammu-&-kashmir,2018,3,0,20234,anantnag district
jammu-&-kashmir,2018,3,0,15754,kupwara district
jammu-&-kashmir,2018,1,0,41,muzaffarabad district
jammu-&-kashmir,2018,1,0,2648,doda district
jammu-&-kashmir,2018,1,0,6534,samba district
jammu-&-kashmir,2018,1,0,544,mirpur district
jammu-&-kashmir,2018,1,0,18233,srinagar district
jammu-&-kashmir,2018,1,0,16299,baramulla district
jammu-&-kashmir,2018,1,0,45294,jammu district
jammu-&-kashmir,2018,1,0,4117,ganderbal district
jammu-&-kashmir,2018,1,0,8457,udhampur district
jammu-&-kashmir,2018,1,0,4609,bandipore district
jammu-&-kashmir,2018,1,0,3583,reasi district
jammu-&-kashmir,2018,1,0,2537,shopian district
jammu-&-kashmir,2018,1,0,2539,poonch district
jammu-&-kashmir,2018,1,0,8039,kathua district
jammu-&-kashmir,2018,1,0,1298,kishtwar district
jammu-&-kashmir,2018,1,0,8441,pulwama district
jammu-&-kashmir,2018,1,0,1876,ramban district
jammu-&-kashmir,2018,1,0,5232,rajouri district
jammu-&-kashmir,2018,1,0,5700,kulgam district
jammu-&-kashmir,2018,1,0,11594,budgam district
jammu-&-kashmir,2018,1,0,11556,anantnag district
jammu-&-kashmir,2018,1,0,7254,kupwara district
jammu-&-kashmir,2022,2,721831,569,muzaffarabad district
jammu-&-kashmir,2022,2,5377569,37779,doda district
jammu-&-kashmir,2022,2,3213482,74186,samba district
jammu-&-kashmir,2022,2,1968657,7601,mirpur district
jammu-&-kashmir,2022,2,1914232,146169,srinagar district
jammu-&-kashmir,2022,2,4922259,126067,baramulla district
jammu-&-kashmir,2022,2,8926803,423398,jammu district
jammu-&-kashmir,2022,2,3377275,31111,ganderbal district
jammu-&-kashmir,2022,2,6195826,82705,udhampur district
jammu-&-kashmir,2022,2,2602119,34244,bandipore district
jammu-&-kashmir,2022,2,5696031,39173,reasi district
jammu-&-kashmir,2022,2,810291,23465,shopian district
jammu-&-kashmir,2022,2,4672381,40606,poonch district
jammu-&-kashmir,2022,2,7935788,88764,kathua district
jammu-&-kashmir,2022,2,4072235,17326,kishtwar district
jammu-&-kashmir,2022,2,2295579,64808,pulwama district
jammu-&-kashmir,2022,2,3050908,24052,ramban district
jammu-&-kashmir,2022,2,7456466,66893,rajouri district
jammu-&-kashmir,2022,2,1545241,44393,kulgam district
jammu-&-kashmir,2022,2,1869838,93893,budgam district
jammu-&-kashmir,2022,2,4586304,84898,anantnag district
jammu-&-kashmir,2022,2,6775195,83470,kupwara district
jammu-&-kashmir,2022,4,50129,598,muzaffarabad district
jammu-&-kashmir,2022,4,1620662,41227,doda district
jammu-&-kashmir,2022,4,3159821,81447,samba district
jammu-&-kashmir,2022,4,282243,8110,mirpur district
jammu-&-kashmir,2022,4,4284704,160924,srinagar district
jammu-&-kashmir,2022,4,4050435,138215,baramulla district
jammu-&-kashmir,2022,4,14015838,465635,jammu district
jammu-&-kashmir,2022,4,1093714,34020,ganderbal district
jammu-&-kashmir,2022,4,3588426,90677,udhampur district
jammu-&-kashmir,2022,4,1187600,37554,bandipore district
jammu-&-kashmir,2022,4,1985389,42686,reasi district
jammu-&-kashmir,2022,4,1040648,25639,shopian district
jammu-&-kashmir,2022,4,1667445,44253,poonch district
jammu-&-kashmir,2022,4,3532478,96688,kathua district
jammu-&-kashmir,2022,4,928136,18904,kishtwar district
jammu-&-kashmir,2022,4,2201068,70875,pulwama district
jammu-&-kashmir,2022,4,1386458,26335,ramban district
jammu-&-kashmir,2022,4,2562701,72921,rajouri district
jammu-&-kashmir,2022,4,1582267,48872,kulgam district
jammu-&-kashmir,2022,4,3084965,103056,budgam district
jammu-&-kashmir,2022,4,3151558,93107,anantnag district
jammu-&-kashmir,2022,4,3749180,91691,kupwara district
jammu-&-kashmir,2022,3,952229,592,muzaffarabad district
jammu-&-kashmir,2022,3,6978827,39659,doda district
jammu-&-kashmir,2022,3,4267809,78092,samba district
jammu-&-kashmir,2022,3,1829119,7926,mirpur district
jammu-&-kashmir,2022,3,1647570,153729,srinagar district
jammu-&-kashmir,2022,3,5517125,132526,baramulla district
jammu-&-kashmir,2022,3,11603149,445345,jammu district
jammu-&-kashmir,2022,3,5505482,32688,ganderbal district
jammu-&-kashmir,2022,3,6912898,86915,udhampur district
jammu-&-kashmir,2022,3,2922097,36029,bandipore district
jammu-&-kashmir,2022,3,6290088,41108,reasi district
jammu-&-kashmir,2022,3,1040961,24676,shopian district
jammu-&-kashmir,2022,3,5618116,42653,poonch district
jammu-&-kashmir,2022,3,8200860,93084,kathua district
jammu-&-kashmir,2022,3,4965859,18168,kishtwar district
jammu-&-kashmir,2022,3,2763346,68004,pulwama district
jammu-&-kashmir,2022,3,3925846,25296,ramban district
jammu-&-kashmir,2022,3,8425068,70231,rajouri district
jammu-&-kashmir,2022,3,1705069,46715,kulgam district
jammu-&-kashmir,2022,3,2099049,98698,budgam district
jammu-&-kashmir,2022,3,8191712,89184,anantnag district
jammu-&-kashmir,2022,3,7983956,87867,kupwara district
jammu-&-kashmir,2022,1,480972,540,muzaffarabad district
jammu-&-kashmir,2022,1,3731468,35680,doda district
jammu-&-kashmir,2022,1,2419072,70288,samba district
jammu-&-kashmir,2022,1,1274287,7177,mirpur district
jammu-&-kashmir,2022,1,1353992,138727,srinagar district
jammu-&-kashmir,2022,1,3187493,119475,baramulla district
jammu-&-kashmir,2022,1,7369217,401675,jammu district
jammu-&-kashmir,2022,1,1086867,29427,ganderbal district
jammu-&-kashmir,2022,1,4561115,78353,udhampur district
jammu-&-kashmir,2022,1,1906499,32427,bandipore district
jammu-&-kashmir,2022,1,4089782,37052,reasi district
jammu-&-kashmir,2022,1,601448,22173,shopian district
jammu-&-kashmir,2022,1,3572503,38315,poonch district
jammu-&-kashmir,2022,1,6051993,83944,kathua district
jammu-&-kashmir,2022,1,3226678,16418,kishtwar district
jammu-&-kashmir,2022,1,1541606,61306,pulwama district
jammu-&-kashmir,2022,1,1936558,22686,ramban district
jammu-&-kashmir,2022,1,5359687,63232,rajouri district
jammu-&-kashmir,2022,1,973922,42103,kulgam district
jammu-&-kashmir,2022,1,1081801,88994,budgam district
jammu-&-kashmir,2022,1,2235395,80434,anantnag district
jammu-&-kashmir,2022,1,4073502,78894,kupwara district
arunachal-pradesh,2021,2,444426,8685,lower subansiri district
arunachal-pradesh,2021,2,547430,7955,tirap district
arunachal-pradesh,2021,2,1786163,90871,papum pare district
arunachal-pradesh,2021,2,174807,2866,anjaw district
arunachal-pradesh,2021,2,246789,3872,lower siang district
arunachal-pradesh,2021,2,77457,516,dibang valley district
arunachal-pradesh,2021,2,1490269,22625,west kameng district
arunachal-pradesh,2021,2,99619,430,shi yomi district
arunachal-pradesh,2021,2,221705,4314,east kameng district
arunachal-pradesh,2021,2,1008718,15360,lohit district
arunachal-pradesh,2021,2,228236,3249,lepa rada district
arunachal-pradesh,2021,2,434361,9094,lower dibang valley district
arunachal-pradesh,2021,2,495881,4456,longding district
arunachal-pradesh,2021,2,467127,11657,west siang district
arunachal-pradesh,2021,2,164726,883,kamle district
arunachal-pradesh,2021,2,428792,4145,upper siang district
arunachal-pradesh,2021,2,201782,1398,kurung kumey district
arunachal-pradesh,2021,2,410979,3116,siang district
arunachal-pradesh,2021,2,150762,1353,kra daadi district
arunachal-pradesh,2021,2,1212334,21404,changlang district
arunachal-pradesh,2021,2,156638,702,pakke kessang district
arunachal-pradesh,2021,2,855042,20817,east siang district
arunachal-pradesh,2021,2,293916,7057,upper subansiri district
arunachal-pradesh,2021,2,830993,12636,tawang district
arunachal-pradesh,2021,2,596897,11111,namsai district
arunachal-pradesh,2021,4,348485,10187,lower subansiri district
arunachal-pradesh,2021,4,311867,9331,tirap district
arunachal-pradesh,2021,4,3554385,104806,papum pare district
arunachal-pradesh,2021,4,125753,3342,anjaw district
arunachal-pradesh,2021,4,156209,4550,lower siang district
arunachal-pradesh,2021,4,18166,621,dibang valley district
arunachal-pradesh,2021,4,1160379,26237,west kameng district
arunachal-pradesh,2021,4,15201,498,shi yomi district
arunachal-pradesh,2021,4,153109,5027,east kameng district
arunachal-pradesh,2021,4,728676,17980,lohit district
arunachal-pradesh,2021,4,168938,3810,lepa rada district
arunachal-pradesh,2021,4,341060,10679,lower dibang valley district
arunachal-pradesh,2021,4,215529,5345,longding district
arunachal-pradesh,2021,4,389171,13555,west siang district
arunachal-pradesh,2021,4,48042,1069,kamle district
arunachal-pradesh,2021,4,208167,4850,upper siang district
arunachal-pradesh,2021,4,54213,1633,kurung kumey district
arunachal-pradesh,2021,4,121770,3675,siang district
arunachal-pradesh,2021,4,63448,1593,kra daadi district
arunachal-pradesh,2021,4,829350,25155,changlang district
arunachal-pradesh,2021,4,35976,835,pakke kessang district
arunachal-pradesh,2021,4,897713,24208,east siang district
arunachal-pradesh,2021,4,240330,8201,upper subansiri district
arunachal-pradesh,2021,4,506240,14665,tawang district
arunachal-pradesh,2021,4,538118,13092,namsai district
arunachal-pradesh,2021,3,558377,9451,lower subansiri district
arunachal-pradesh,2021,3,578706,8665,tirap district
arunachal-pradesh,2021,3,2308276,97854,papum pare district
arunachal-pradesh,2021,3,267726,3099,anjaw district
arunachal-pradesh,2021,3,347190,4229,lower siang district
arunachal-pradesh,2021,3,113574,571,dibang valley district
arunachal-pradesh,2021,3,2155265,24489,west kameng district
arunachal-pradesh,2021,3,181457,473,shi yomi district
arunachal-pradesh,2021,3,265900,4671,east kameng district
arunachal-pradesh,2021,3,1408514,16680,lohit district
arunachal-pradesh,2021,3,264771,3527,lepa rada district
arunachal-pradesh,2021,3,581463,9920,lower dibang valley district
arunachal-pradesh,2021,3,594284,4890,longding district
arunachal-pradesh,2021,3,544772,12616,west siang district
arunachal-pradesh,2021,3,203013,974,kamle district
arunachal-pradesh,2021,3,556857,4506,upper siang district
arunachal-pradesh,2021,3,292922,1509,kurung kumey district
arunachal-pradesh,2021,3,433332,3396,siang district
arunachal-pradesh,2021,3,179974,1475,kra daadi district
arunachal-pradesh,2021,3,1668215,23328,changlang district
arunachal-pradesh,2021,3,213423,770,pakke kessang district
arunachal-pradesh,2021,3,1086775,22538,east siang district
arunachal-pradesh,2021,3,375423,7652,upper subansiri district
arunachal-pradesh,2021,3,1355010,13650,tawang district
arunachal-pradesh,2021,3,674435,12140,namsai district
arunachal-pradesh,2021,1,136547,8044,lower subansiri district
arunachal-pradesh,2021,1,136247,7376,tirap district
arunachal-pradesh,2021,1,1553363,84715,papum pare district
arunachal-pradesh,2021,1,55283,2660,anjaw district
arunachal-pradesh,2021,1,61226,3594,lower siang district
arunachal-pradesh,2021,1,9538,478,dibang valley district
arunachal-pradesh,2021,1,483047,21027,west kameng district
arunachal-pradesh,2021,1,7228,390,shi yomi district
arunachal-pradesh,2021,1,69455,3990,east kameng district
arunachal-pradesh,2021,1,295880,14231,lohit district
arunachal-pradesh,2021,1,68424,3008,lepa rada district
arunachal-pradesh,2021,1,145425,8402,lower dibang valley district
arunachal-pradesh,2021,1,92482,4117,longding district
arunachal-pradesh,2021,1,191242,10836,west siang district
arunachal-pradesh,2021,1,16142,814,kamle district
arunachal-pradesh,2021,1,87503,3847,upper siang district
arunachal-pradesh,2021,1,25911,1287,kurung kumey district
arunachal-pradesh,2021,1,56271,2878,siang district
arunachal-pradesh,2021,1,30137,1244,kra daadi district
arunachal-pradesh,2021,1,344148,19716,changlang district
arunachal-pradesh,2021,1,14995,647,pakke kessang district
arunachal-pradesh,2021,1,363085,19342,east siang district
arunachal-pradesh,2021,1,122422,6577,upper subansiri district
arunachal-pradesh,2021,1,230123,11778,tawang district
arunachal-pradesh,2021,1,200584,10242,namsai district
arunachal-pradesh,2019,2,11644,2463,lower subansiri district
arunachal-pradesh,2019,2,12779,2697,tirap district
arunachal-pradesh,2019,2,163673,32800,papum pare district
arunachal-pradesh,2019,2,4993,1175,anjaw district
arunachal-pradesh,2019,2,7737,1457,lower siang district
arunachal-pradesh,2019,2,258,241,dibang valley district
arunachal-pradesh,2019,2,73944,9782,west kameng district
arunachal-pradesh,2019,2,24,225,shi yomi district
arunachal-pradesh,2019,2,4146,1075,east kameng district
arunachal-pradesh,2019,2,32550,5485,lohit district
arunachal-pradesh,2019,2,4196,903,lepa rada district
arunachal-pradesh,2019,2,12669,2842,lower dibang valley district
arunachal-pradesh,2019,2,13256,1420,longding district
arunachal-pradesh,2019,2,15972,3393,west siang district
arunachal-pradesh,2019,2,972,212,kamle district
arunachal-pradesh,2019,2,2710,1372,upper siang district
arunachal-pradesh,2019,2,2171,481,kurung kumey district
arunachal-pradesh,2019,2,3209,831,siang district
arunachal-pradesh,2019,2,2639,440,kra daadi district
arunachal-pradesh,2019,2,37725,6884,changlang district
arunachal-pradesh,2019,2,1237,211,pakke kessang district
arunachal-pradesh,2019,2,34596,7319,east siang district
arunachal-pradesh,2019,2,9043,2355,upper subansiri district
arunachal-pradesh,2019,2,32103,5908,tawang district
arunachal-pradesh,2019,2,18627,3914,namsai district
arunachal-pradesh,2019,4,53396,3564,lower subansiri district
arunachal-pradesh,2019,4,67097,3605,tirap district
arunachal-pradesh,2019,4,670934,44746,papum pare district
arunachal-pradesh,2019,4,23729,1564,anjaw district
arunachal-pradesh,2019,4,28156,1921,lower siang district
arunachal-pradesh,2019,4,1738,289,dibang valley district
arunachal-pradesh,2019,4,313584,12562,west kameng district
arunachal-pradesh,2019,4,880,266,shi yomi district
arunachal-pradesh,2019,4,27850,1623,east kameng district
arunachal-pradesh,2019,4,129353,7386,lohit district
arunachal-pradesh,2019,4,20798,1263,lepa rada district
arunachal-pradesh,2019,4,50034,3944,lower dibang valley district
arunachal-pradesh,2019,4,48945,1847,longding district
arunachal-pradesh,2019,4,70790,4773,west siang district
arunachal-pradesh,2019,4,5098,323,kamle district
arunachal-pradesh,2019,4,26060,1804,upper siang district
arunachal-pradesh,2019,4,7904,653,kurung kumey district
arunachal-pradesh,2019,4,19220,1131,siang district
arunachal-pradesh,2019,4,13700,603,kra daadi district
arunachal-pradesh,2019,4,152680,9662,changlang district
arunachal-pradesh,2019,4,5981,296,pakke kessang district
arunachal-pradesh,2019,4,132534,9859,east siang district
arunachal-pradesh,2019,4,42354,3144,upper subansiri district
arunachal-pradesh,2019,4,139898,7303,tawang district
arunachal-pradesh,2019,4,87627,5190,namsai district
arunachal-pradesh,2019,3,42877,2928,lower subansiri district
arunachal-pradesh,2019,3,49222,3099,tirap district
arunachal-pradesh,2019,3,582435,38845,papum pare district
arunachal-pradesh,2019,3,19509,1358,anjaw district
arunachal-pradesh,2019,3,25736,1689,lower siang district
arunachal-pradesh,2019,3,1436,271,dibang valley district
arunachal-pradesh,2019,3,260068,11186,west kameng district
arunachal-pradesh,2019,3,158,239,shi yomi district
arunachal-pradesh,2019,3,19974,1304,east kameng district
arunachal-pradesh,2019,3,112322,6421,lohit district
arunachal-pradesh,2019,3,13695,1064,lepa rada district
arunachal-pradesh,2019,3,43057,3398,lower dibang valley district
arunachal-pradesh,2019,3,46571,1634,longding district
arunachal-pradesh,2019,3,64241,4101,west siang district
arunachal-pradesh,2019,3,3686,258,kamle district
arunachal-pradesh,2019,3,8960,1486,upper siang district
arunachal-pradesh,2019,3,8396,572,kurung kumey district
arunachal-pradesh,2019,3,13437,948,siang district
arunachal-pradesh,2019,3,11363,524,kra daadi district
arunachal-pradesh,2019,3,139098,8145,changlang district
arunachal-pradesh,2019,3,5099,244,pakke kessang district
arunachal-pradesh,2019,3,118071,8571,east siang district
arunachal-pradesh,2019,3,35114,2748,upper subansiri district
arunachal-pradesh,2019,3,114907,6553,tawang district
arunachal-pradesh,2019,3,72268,4563,namsai district
arunachal-pradesh,2019,1,0,1879,lower subansiri district
arunachal-pradesh,2019,1,0,2082,tirap district
arunachal-pradesh,2019,1,0,26298,papum pare district
arunachal-pradesh,2019,1,0,934,anjaw district
arunachal-pradesh,2019,1,0,1123,lower siang district
arunachal-pradesh,2019,1,0,211,dibang valley district
arunachal-pradesh,2019,1,0,8115,west kameng district
arunachal-pradesh,2019,1,0,186,shi yomi district
arunachal-pradesh,2019,1,0,876,east kameng district
arunachal-pradesh,2019,1,0,4416,lohit district
arunachal-pradesh,2019,1,0,710,lepa rada district
arunachal-pradesh,2019,1,0,2314,lower dibang valley district
arunachal-pradesh,2019,1,0,1152,longding district
arunachal-pradesh,2019,1,0,2656,west siang district
arunachal-pradesh,2019,1,0,141,kamle district
arunachal-pradesh,2019,1,0,1125,upper siang district
arunachal-pradesh,2019,1,0,385,kurung kumey district
arunachal-pradesh,2019,1,0,651,siang district
arunachal-pradesh,2019,1,0,350,kra daadi district
arunachal-pradesh,2019,1,0,5210,changlang district
arunachal-pradesh,2019,1,0,162,pakke kessang district
arunachal-pradesh,2019,1,0,5899,east siang district
arunachal-pradesh,2019,1,0,1906,upper subansiri district
arunachal-pradesh,2019,1,0,5023,tawang district
arunachal-pradesh,2019,1,0,3153,namsai district
arunachal-pradesh,2020,2,108893,5392,lower subansiri district
arunachal-pradesh,2020,2,114770,5239,tirap district
arunachal-pradesh,2020,2,932769,59968,papum pare district
arunachal-pradesh,2020,2,34903,1961,anjaw district
arunachal-pradesh,2020,2,48738,2644,lower siang district
arunachal-pradesh,2020,2,4076,367,dibang valley district
arunachal-pradesh,2020,2,394250,15766,west kameng district
arunachal-pradesh,2020,2,1597,320,shi yomi district
arunachal-pradesh,2020,2,53112,2506,east kameng district
arunachal-pradesh,2020,2,219948,10154,lohit district
arunachal-pradesh,2020,2,38098,1890,lepa rada district
arunachal-pradesh,2020,2,110670,5782,lower dibang valley district
arunachal-pradesh,2020,2,86086,2751,longding district
arunachal-pradesh,2020,2,147515,7239,west siang district
arunachal-pradesh,2020,2,11566,509,kamle district
arunachal-pradesh,2020,2,54123,2552,upper siang district
arunachal-pradesh,2020,2,16738,834,kurung kumey district
arunachal-pradesh,2020,2,40101,1831,siang district
arunachal-pradesh,2020,2,25480,870,kra daadi district
arunachal-pradesh,2020,2,293705,14036,changlang district
arunachal-pradesh,2020,2,13500,438,pakke kessang district
arunachal-pradesh,2020,2,235755,13601,east siang district
arunachal-pradesh,2020,2,80310,4465,upper subansiri district
arunachal-pradesh,2020,2,170812,8993,tawang district
arunachal-pradesh,2020,2,149491,7426,namsai district
arunachal-pradesh,2020,4,124398,7388,lower subansiri district
arunachal-pradesh,2020,4,134124,6805,tirap district
arunachal-pradesh,2020,4,1397025,77936,papum pare district
arunachal-pradesh,2020,4,61121,2485,anjaw district
arunachal-pradesh,2020,4,54476,3320,lower siang district
arunachal-pradesh,2020,4,7677,444,dibang valley district
arunachal-pradesh,2020,4,455337,19464,west kameng district
arunachal-pradesh,2020,4,5847,370,shi yomi district
arunachal-pradesh,2020,4,62876,3638,east kameng district
arunachal-pradesh,2020,4,285992,13126,lohit district
arunachal-pradesh,2020,4,57036,2735,lepa rada district
arunachal-pradesh,2020,4,132469,7693,lower dibang valley district
arunachal-pradesh,2020,4,87881,3753,longding district
arunachal-pradesh,2020,4,180696,9911,west siang district
arunachal-pradesh,2020,4,14866,745,kamle district
arunachal-pradesh,2020,4,80140,3497,upper siang district
arunachal-pradesh,2020,4,21168,1173,kurung kumey district
arunachal-pradesh,2020,4,48090,2635,siang district
arunachal-pradesh,2020,4,27924,1141,kra daadi district
arunachal-pradesh,2020,4,320708,18203,changlang district
arunachal-pradesh,2020,4,11458,593,pakke kessang district
arunachal-pradesh,2020,4,349321,17822,east siang district
arunachal-pradesh,2020,4,125505,6069,upper subansiri district
arunachal-pradesh,2020,4,249095,10909,tawang district
arunachal-pradesh,2020,4,177437,9437,namsai district
arunachal-pradesh,2020,3,117359,6456,lower subansiri district
arunachal-pradesh,2020,3,125437,6119,tirap district
arunachal-pradesh,2020,3,1157730,69419,papum pare district
arunachal-pradesh,2020,3,42320,2226,anjaw district
arunachal-pradesh,2020,3,51520,2983,lower siang district
arunachal-pradesh,2020,3,4634,411,dibang valley district
arunachal-pradesh,2020,3,461190,17636,west kameng district
arunachal-pradesh,2020,3,2788,337,shi yomi district
arunachal-pradesh,2020,3,63062,3169,east kameng district
arunachal-pradesh,2020,3,264444,11755,lohit district
arunachal-pradesh,2020,3,47233,2304,lepa rada district
arunachal-pradesh,2020,3,117752,6799,lower dibang valley district
arunachal-pradesh,2020,3,91330,3277,longding district
arunachal-pradesh,2020,3,158496,8623,west siang district
arunachal-pradesh,2020,3,12196,639,kamle district
arunachal-pradesh,2020,3,59246,3011,upper siang district
arunachal-pradesh,2020,3,18583,1025,kurung kumey district
arunachal-pradesh,2020,3,42723,2225,siang district
arunachal-pradesh,2020,3,29126,1026,kra daadi district
arunachal-pradesh,2020,3,326045,16385,changlang district
arunachal-pradesh,2020,3,11721,508,pakke kessang district
arunachal-pradesh,2020,3,302165,15921,east siang district
arunachal-pradesh,2020,3,106598,5295,upper subansiri district
arunachal-pradesh,2020,3,224583,9944,tawang district
arunachal-pradesh,2020,3,165140,8553,namsai district
arunachal-pradesh,2020,1,72887,4351,lower subansiri district
arunachal-pradesh,2020,1,76554,4261,tirap district
arunachal-pradesh,2020,1,819599,51342,papum pare district
arunachal-pradesh,2020,1,25453,1747,anjaw district
arunachal-pradesh,2020,1,35216,2201,lower siang district
arunachal-pradesh,2020,1,2195,320,dibang valley district
arunachal-pradesh,2020,1,332479,13983,west kameng district
arunachal-pradesh,2020,1,989,290,shi yomi district
arunachal-pradesh,2020,1,37103,1962,east kameng district
arunachal-pradesh,2020,1,159158,8454,lohit district
arunachal-pradesh,2020,1,28280,1532,lepa rada district
arunachal-pradesh,2020,1,71091,4650,lower dibang valley district
arunachal-pradesh,2020,1,58817,2201,longding district
arunachal-pradesh,2020,1,97255,5757,west siang district
arunachal-pradesh,2020,1,7135,373,kamle district
arunachal-pradesh,2020,1,37600,2143,upper siang district
arunachal-pradesh,2020,1,11471,725,kurung kumey district
arunachal-pradesh,2020,1,24530,1390,siang district
arunachal-pradesh,2020,1,16770,701,kra daadi district
arunachal-pradesh,2020,1,201632,11262,changlang district
arunachal-pradesh,2020,1,9758,371,pakke kessang district
arunachal-pradesh,2020,1,167166,11298,east siang district
arunachal-pradesh,2020,1,56522,3675,upper subansiri district
arunachal-pradesh,2020,1,138728,8048,tawang district
arunachal-pradesh,2020,1,109933,6029,namsai district
arunachal-pradesh,2018,2,0,724,lower subansiri district
arunachal-pradesh,2018,2,0,856,tirap district
arunachal-pradesh,2018,2,0,11418,papum pare district
arunachal-pradesh,2018,2,0,410,anjaw district
arunachal-pradesh,2018,2,0,494,lower siang district
arunachal-pradesh,2018,2,0,112,dibang valley district
arunachal-pradesh,2018,2,0,3442,west kameng district
arunachal-pradesh,2018,2,0,80,shi yomi district
arunachal-pradesh,2018,2,0,343,east kameng district
arunachal-pradesh,2018,2,0,1898,lohit district
arunachal-pradesh,2018,2,0,318,lepa rada district
arunachal-pradesh,2018,2,0,893,lower dibang valley district
arunachal-pradesh,2018,2,0,412,longding district
arunachal-pradesh,2018,2,0,1224,west siang district
arunachal-pradesh,2018,2,0,37,kamle district
arunachal-pradesh,2018,2,0,481,upper siang district
arunachal-pradesh,2018,2,0,153,kurung kumey district
arunachal-pradesh,2018,2,0,293,siang district
arunachal-pradesh,2018,2,0,144,kra daadi district
arunachal-pradesh,2018,2,0,2014,changlang district
arunachal-pradesh,2018,2,0,66,pakke kessang district
arunachal-pradesh,2018,2,0,2646,east siang district
arunachal-pradesh,2018,2,0,883,upper subansiri district
arunachal-pradesh,2018,2,0,2266,tawang district
arunachal-pradesh,2018,2,0,1276,namsai district
arunachal-pradesh,2018,4,0,1459,lower subansiri district
arunachal-pradesh,2018,4,0,1684,tirap district
arunachal-pradesh,2018,4,0,21342,papum pare district
arunachal-pradesh,2018,4,0,744,anjaw district
arunachal-pradesh,2018,4,0,936,lower siang district
arunachal-pradesh,2018,4,0,178,dibang valley district
arunachal-pradesh,2018,4,0,6492,west kameng district
arunachal-pradesh,2018,4,0,144,shi yomi district
arunachal-pradesh,2018,4,0,691,east kameng district
arunachal-pradesh,2018,4,0,3588,lohit district
arunachal-pradesh,2018,4,0,548,lepa rada district
arunachal-pradesh,2018,4,0,1827,lower dibang valley district
